"05 Jun 2016 19:01:12","/homepages/2/d162579958/htdocs/tackytourist/vendor/twig/twig/lib/Twig/Extension/Core.php: 
      543","() Using "replace" with character by character replacement is deprecated since version 1.22 and will be removed in Twig 2.0"
"05 Jun 2016 19:01:43","/homepages/2/d162579958/htdocs/tackytourist/vendor/twig/twig/lib/Twig/Extension/Core.php: 
      543","() Using "replace" with character by character replacement is deprecated since version 1.22 and will be removed in Twig 2.0"
